"Input.name","Standardized.name","Formula","Exact.mass","Super.class","Main.class","Sub.class","PubChem_CID","ChEBI_ID","HMDB_ID","LM_ID","KEGG_ID","INCHI_KEY","RefMet_ID"
"Epigallocatechin","Epigallocatechin","C15H14O7","306.074","Polyketides","Flavonoids","Flavans, Flavanols and Leucoanthocyanidins","72277","42255","HMDB0038361","LMPK12020004","C12136","XMOCLSLCDHWDHP-IUODEOHRSA-N","RM0135186"
"Ellagic acid","Ellagic acid","C14H6O8","302.0063","Polyketides","Tannins","Tannins","5281855","4775","HMDB0002899",NA,"C10788","AFSDNFLWKVMVRB-UHFFFAOYSA-N","RM0028120"
"Ellagic acid","Ellagic acid","C14H6O8","302.0063","Polyketides","Tannins","Tannins","5281855","4775","HMDB0002899",NA,"C10788","AFSDNFLWKVMVRB-UHFFFAOYSA-N","RM0028120"
"Ellagic acid","Ellagic acid","C14H6O8","302.0063","Polyketides","Tannins","Tannins","5281855","4775","HMDB0002899",NA,"C10788","AFSDNFLWKVMVRB-UHFFFAOYSA-N","RM0028120"
"Equol","Equol","C15H14O3","242.0943","Polyketides","Flavonoids","Isoflavonoids","91469","34741","HMDB0002209",NA,"C14131","ADFCQWZHKCXPAJ-GFCCVEGCSA-N","RM0022897"
"Equol","Equol","C15H14O3","242.0943","Polyketides","Flavonoids","Isoflavonoids","91469","34741","HMDB0002209",NA,"C14131","ADFCQWZHKCXPAJ-GFCCVEGCSA-N","RM0022897"
"Equol","Equol","C15H14O3","242.0943","Polyketides","Flavonoids","Isoflavonoids","91469","34741","HMDB0002209",NA,"C14131","ADFCQWZHKCXPAJ-GFCCVEGCSA-N","RM0022897"
"Eriodictyol","Eriodictyol","C15H12O6","288.0634","Polyketides","Flavonoids","Flavanones","440735","28412","HMDB0005810","LMPK12140002","C05631","SBHXYTNGIZCORC-ZDUSSCGKSA-N","RM0135275"
"Eriodictyol","Eriodictyol","C15H12O6","288.0634","Polyketides","Flavonoids","Flavanones","440735","28412","HMDB0005810","LMPK12140002","C05631","SBHXYTNGIZCORC-ZDUSSCGKSA-N","RM0135275"
"Eriodictyol","Eriodictyol","C15H12O6","288.0634","Polyketides","Flavonoids","Flavanones","440735","28412","HMDB0005810","LMPK12140002","C05631","SBHXYTNGIZCORC-ZDUSSCGKSA-N","RM0135275"
"Glutaric acid","Glutaric acid","C5H8O4","132.0423","Fatty Acyls","Fatty acids","Dicarboxylic acids","743","17859","HMDB0000661",NA,"C00489","JFCQEDHGNNZCLN-UHFFFAOYSA-N","RM0155778"
"Glutaric acid","Glutaric acid","C5H8O4","132.0423","Fatty Acyls","Fatty acids","Dicarboxylic acids","743","17859","HMDB0000661",NA,"C00489","JFCQEDHGNNZCLN-UHFFFAOYSA-N","RM0155778"
"Glutaric acid","Glutaric acid","C5H8O4","132.0423","Fatty Acyls","Fatty acids","Dicarboxylic acids","743","17859","HMDB0000661",NA,"C00489","JFCQEDHGNNZCLN-UHFFFAOYSA-N","RM0155778"
"Kaempferol","Kaempferol","C15H10O6","286.0477","Polyketides","Flavonoids","Flavones and Flavonols","5280863","28499","HMDB0005801","LMPK12110003","C05903","IYRMWMYZSQPJKC-UHFFFAOYSA-N","RM0135201"
"Kaempferol","Kaempferol","C15H10O6","286.0477","Polyketides","Flavonoids","Flavones and Flavonols","5280863","28499","HMDB0005801","LMPK12110003","C05903","IYRMWMYZSQPJKC-UHFFFAOYSA-N","RM0135201"
"Kaempferol","Kaempferol","C15H10O6","286.0477","Polyketides","Flavonoids","Flavones and Flavonols","5280863","28499","HMDB0005801","LMPK12110003","C05903","IYRMWMYZSQPJKC-UHFFFAOYSA-N","RM0135201"
"Folic acid","Folic acid","C19H19N7O6","441.1397","Organoheterocyclic compounds","Pterins","Folic acids","135398658","27470","HMDB0000121",NA,"C00504","OVBPIULPVIDEAO-LBPRGKRZSA-N","RM0135886"
"Genistein","Genistein","C15H10O5","270.0528","Polyketides","Flavonoids","Isoflavonoids","5280961","28088","HMDB0003217","LMPK12050218","C06563","TZBJGXHYKVUXJN-UHFFFAOYSA-N","RM0135213"
"Genistein","Genistein","C15H10O5","270.0528","Polyketides","Flavonoids","Isoflavonoids","5280961","28088","HMDB0003217","LMPK12050218","C06563","TZBJGXHYKVUXJN-UHFFFAOYSA-N","RM0135213"
"Genistein","Genistein","C15H10O5","270.0528","Polyketides","Flavonoids","Isoflavonoids","5280961","28088","HMDB0003217","LMPK12050218","C06563","TZBJGXHYKVUXJN-UHFFFAOYSA-N","RM0135213"
"Gluconic acid","Gluconic acid","C6H12O7","196.0583","Carbohydrates","Monosaccharides","Sugar acids","10690","33198","HMDB0000625",NA,"C00257","RGHNJXZEOKUKBD-SQOUGZDYSA-N","RM0155944"
"Gluconic acid","Gluconic acid","C6H12O7","196.0583","Carbohydrates","Monosaccharides","Sugar acids","10690","33198","HMDB0000625",NA,"C00257","RGHNJXZEOKUKBD-SQOUGZDYSA-N","RM0155944"
"Gluconic acid","Gluconic acid","C6H12O7","196.0583","Carbohydrates","Monosaccharides","Sugar acids","10690","33198","HMDB0000625",NA,"C00257","RGHNJXZEOKUKBD-SQOUGZDYSA-N","RM0155944"
"L-Glutamic acid","Glutamic acid","C5H9NO4","147.0532","Organic acids","Amino acids and peptides","Amino acids","33032","16015","HMDB0000148",NA,"C00025","WHUUTDBJXJRKMK-VKHMYHEASA-N","RM0135893"
"L-Glutamic acid","Glutamic acid","C5H9NO4","147.0532","Organic acids","Amino acids and peptides","Amino acids","33032","16015","HMDB0000148",NA,"C00025","WHUUTDBJXJRKMK-VKHMYHEASA-N","RM0135893"
"L-Glutamic acid","Glutamic acid","C5H9NO4","147.0532","Organic acids","Amino acids and peptides","Amino acids","33032","16015","HMDB0000148",NA,"C00025","WHUUTDBJXJRKMK-VKHMYHEASA-N","RM0135893"
"Glutamine","Glutamine","C5H10N2O3","146.0691","Organic acids","Amino acids and peptides","Amino acids","5961","18050","HMDB0000641",NA,"C00064","ZDXPYRJPNDTMRX-VKHMYHEASA-N","RM0012560"
"Glutamine","Glutamine","C5H10N2O3","146.0691","Organic acids","Amino acids and peptides","Amino acids","5961","18050","HMDB0000641",NA,"C00064","ZDXPYRJPNDTMRX-VKHMYHEASA-N","RM0012560"
"Glutamine","Glutamine","C5H10N2O3","146.0691","Organic acids","Amino acids and peptides","Amino acids","5961","18050","HMDB0000641",NA,"C00064","ZDXPYRJPNDTMRX-VKHMYHEASA-N","RM0012560"
"Glycine","Glycine","C2H5NO2","75.032","Organic acids","Amino acids and peptides","Amino acids","750","15428","HMDB0000123",NA,"C00037","DHMQDGOQFOQNFH-UHFFFAOYSA-N","RM0135888"
"Glycine","Glycine","C2H5NO2","75.032","Organic acids","Amino acids and peptides","Amino acids","750","15428","HMDB0000123",NA,"C00037","DHMQDGOQFOQNFH-UHFFFAOYSA-N","RM0135888"
"Glycine","Glycine","C2H5NO2","75.032","Organic acids","Amino acids and peptides","Amino acids","750","15428","HMDB0000123",NA,"C00037","DHMQDGOQFOQNFH-UHFFFAOYSA-N","RM0135888"
"Guanine","Guanine","C5H5N5O","151.0494","Nucleic acids","Purines","Hypoxanthines","135398634","16235","HMDB0000132",NA,"C00242","UYTPUPDQBNUYGX-UHFFFAOYSA-N","RM0018303"
"Guanine","Guanine","C5H5N5O","151.0494","Nucleic acids","Purines","Hypoxanthines","135398634","16235","HMDB0000132",NA,"C00242","UYTPUPDQBNUYGX-UHFFFAOYSA-N","RM0018303"
"Guanine","Guanine","C5H5N5O","151.0494","Nucleic acids","Purines","Hypoxanthines","135398634","16235","HMDB0000132",NA,"C00242","UYTPUPDQBNUYGX-UHFFFAOYSA-N","RM0018303"
"Guanosine","Guanosine","C10H13N5O5","283.0917","Nucleic acids","Purines","Purine ribonucleosides","135398635","16750","HMDB0000133",NA,"C00387","NYHBQMYGNKIUIF-UUOKFMHZSA-N","RM0156423"
"Guanosine","Guanosine","C10H13N5O5","283.0917","Nucleic acids","Purines","Purine ribonucleosides","135398635","16750","HMDB0000133",NA,"C00387","NYHBQMYGNKIUIF-UUOKFMHZSA-N","RM0156423"
"Guanosine","Guanosine","C10H13N5O5","283.0917","Nucleic acids","Purines","Purine ribonucleosides","135398635","16750","HMDB0000133",NA,"C00387","NYHBQMYGNKIUIF-UUOKFMHZSA-N","RM0156423"
"GDP","GDP","C10H15N5O11P2","443.0243","Nucleic acids","Purines","Purine rNDP","135398619","17552","HMDB0001201",NA,"C00035","QGWNDRXFNXRZMB-UUOKFMHZSA-N","RM0033168"
"GMP","GMP","C10H14N5O8P","363.058","Nucleic acids","Purines","Purine rNMP","135398631","17345","HMDB0001397",NA,"C00144","RQFCJASXJCIDSX-UUOKFMHZSA-N","RM0033601"
"GMP","GMP","C10H14N5O8P","363.058","Nucleic acids","Purines","Purine rNMP","135398631","17345","HMDB0001397",NA,"C00144","RQFCJASXJCIDSX-UUOKFMHZSA-N","RM0033601"
"GMP","GMP","C10H14N5O8P","363.058","Nucleic acids","Purines","Purine rNMP","135398631","17345","HMDB0001397",NA,"C00144","RQFCJASXJCIDSX-UUOKFMHZSA-N","RM0033601"
"D-Gulonolactone","D-Gulonolactone","C6H10O6","178.0477","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","165105","177057",NA,NA,"C05410","SXZYCXMUPBBULW-LECHCGJUSA-N","RM0136739"
"D-Gulonolactone","D-Gulonolactone","C6H10O6","178.0477","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","165105","177057",NA,NA,"C05410","SXZYCXMUPBBULW-LECHCGJUSA-N","RM0136739"
"D-Gulonolactone","D-Gulonolactone","C6H10O6","178.0477","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","165105","177057",NA,NA,"C05410","SXZYCXMUPBBULW-LECHCGJUSA-N","RM0136739"
"Hesperetin","Hesperetin","C16H14O6","302.079","Polyketides","Flavonoids","Flavanones","72281","28230","HMDB0005782","LMPK12140003","C01709","AIONOLUJZLIMTK-AWEZNQCLSA-N","RM0135276"
"Hesperetin","Hesperetin","C16H14O6","302.079","Polyketides","Flavonoids","Flavanones","72281","28230","HMDB0005782","LMPK12140003","C01709","AIONOLUJZLIMTK-AWEZNQCLSA-N","RM0135276"
"Hesperetin","Hesperetin","C16H14O6","302.079","Polyketides","Flavonoids","Flavanones","72281","28230","HMDB0005782","LMPK12140003","C01709","AIONOLUJZLIMTK-AWEZNQCLSA-N","RM0135276"
"Histamine","Histamine","C5H9N3","111.0796","Alkaloids","Histidine alkaloids","Imidazole alkaloids","774","18295","HMDB0000870",NA,"C00388","NTYJJOPFIAHURM-UHFFFAOYSA-N","RM0042526"
"Histamine","Histamine","C5H9N3","111.0796","Alkaloids","Histidine alkaloids","Imidazole alkaloids","774","18295","HMDB0000870",NA,"C00388","NTYJJOPFIAHURM-UHFFFAOYSA-N","RM0042526"
"Histamine","Histamine","C5H9N3","111.0796","Alkaloids","Histidine alkaloids","Imidazole alkaloids","774","18295","HMDB0000870",NA,"C00388","NTYJJOPFIAHURM-UHFFFAOYSA-N","RM0042526"
"L-Histidine","Histidine","C6H9N3O2","155.0695","Organic acids","Amino acids and peptides","Amino acids","6274","15971","HMDB0000177",NA,"C00135","HNDVDQJCIGZPNO-YFKPBYRVSA-N","RM0129894"
"L-Histidine","Histidine","C6H9N3O2","155.0695","Organic acids","Amino acids and peptides","Amino acids","6274","15971","HMDB0000177",NA,"C00135","HNDVDQJCIGZPNO-YFKPBYRVSA-N","RM0129894"
"L-Histidine","Histidine","C6H9N3O2","155.0695","Organic acids","Amino acids and peptides","Amino acids","6274","15971","HMDB0000177",NA,"C00135","HNDVDQJCIGZPNO-YFKPBYRVSA-N","RM0129894"
"Homocitrulline","Homocitrulline","C7H15N3O3","189.1113","Organic acids","Amino acids and peptides","Amino acids","65072","17443","HMDB0000679",NA,"C02427","XIGSAGMEBXLVJJ-YFKPBYRVSA-N","RM0138931"
"Homocitrulline","Homocitrulline","C7H15N3O3","189.1113","Organic acids","Amino acids and peptides","Amino acids","65072","17443","HMDB0000679",NA,"C02427","XIGSAGMEBXLVJJ-YFKPBYRVSA-N","RM0138931"
"Homocitrulline","Homocitrulline","C7H15N3O3","189.1113","Organic acids","Amino acids and peptides","Amino acids","65072","17443","HMDB0000679",NA,"C02427","XIGSAGMEBXLVJJ-YFKPBYRVSA-N","RM0138931"
"Hyodeoxycholic acid","Hyodeoxycholic acid","C24H40O4","392.2927","Sterol Lipids","Bile acids","C24 Bile acids","5283820","52023","HMDB0000733","LMST04010024","C15517","DGABKXLVXPYZII-SIBKNCMHSA-N","RM0135802"
"Hyodeoxycholic acid","Hyodeoxycholic acid","C24H40O4","392.2927","Sterol Lipids","Bile acids","C24 Bile acids","5283820","52023","HMDB0000733","LMST04010024","C15517","DGABKXLVXPYZII-SIBKNCMHSA-N","RM0135802"
"Hyodeoxycholic acid","Hyodeoxycholic acid","C24H40O4","392.2927","Sterol Lipids","Bile acids","C24 Bile acids","5283820","52023","HMDB0000733","LMST04010024","C15517","DGABKXLVXPYZII-SIBKNCMHSA-N","RM0135802"
"Hypotaurine","Hypotaurine","C2H7NO2S","109.0198","Organic acids","Sulfinic acids","Sulfinic acids","107812","16668","HMDB0000965",NA,"C00519","VVIUBCNYACGLLV-UHFFFAOYSA-N","RM0136027"
"Hypotaurine","Hypotaurine","C2H7NO2S","109.0198","Organic acids","Sulfinic acids","Sulfinic acids","107812","16668","HMDB0000965",NA,"C00519","VVIUBCNYACGLLV-UHFFFAOYSA-N","RM0136027"
"Hypotaurine","Hypotaurine","C2H7NO2S","109.0198","Organic acids","Sulfinic acids","Sulfinic acids","107812","16668","HMDB0000965",NA,"C00519","VVIUBCNYACGLLV-UHFFFAOYSA-N","RM0136027"
"Indoleacetic acid","Indoleacetic acid","C10H9NO2","175.0633","Alkaloids","Tryptophan alkaloids","Indoleacetic acids","802","16411","HMDB0000197",NA,"C00954","SEOVTRFCIGRIMH-UHFFFAOYSA-N","RM0135909"
"Indoleacetic acid","Indoleacetic acid","C10H9NO2","175.0633","Alkaloids","Tryptophan alkaloids","Indoleacetic acids","802","16411","HMDB0000197",NA,"C00954","SEOVTRFCIGRIMH-UHFFFAOYSA-N","RM0135909"
"Indoleacetic acid","Indoleacetic acid","C10H9NO2","175.0633","Alkaloids","Tryptophan alkaloids","Indoleacetic acids","802","16411","HMDB0000197",NA,"C00954","SEOVTRFCIGRIMH-UHFFFAOYSA-N","RM0135909"
"Inosine","Inosine","C10H12N4O5","268.0808","Nucleic acids","Purines","Purine ribonucleosides","135398641","17596","HMDB0000195",NA,"C00294","UGQMRVRMYYASKQ-KQYNXXCUSA-N","RM0135908"
"Inosine","Inosine","C10H12N4O5","268.0808","Nucleic acids","Purines","Purine ribonucleosides","135398641","17596","HMDB0000195",NA,"C00294","UGQMRVRMYYASKQ-KQYNXXCUSA-N","RM0135908"
"Inosine","Inosine","C10H12N4O5","268.0808","Nucleic acids","Purines","Purine ribonucleosides","135398641","17596","HMDB0000195",NA,"C00294","UGQMRVRMYYASKQ-KQYNXXCUSA-N","RM0135908"
"IMP","IMP","C10H13N4O8P","348.0471","Nucleic acids","Purines","Purine rNMP","135398640","17202","HMDB0000175",NA,"C00130","GRSZFWQUAKGDAV-KQYNXXCUSA-N","RM0000534"
"IMP","IMP","C10H13N4O8P","348.0471","Nucleic acids","Purines","Purine rNMP","135398640","17202","HMDB0000175",NA,"C00130","GRSZFWQUAKGDAV-KQYNXXCUSA-N","RM0000534"
"IMP","IMP","C10H13N4O8P","348.0471","Nucleic acids","Purines","Purine rNMP","135398640","17202","HMDB0000175",NA,"C00130","GRSZFWQUAKGDAV-KQYNXXCUSA-N","RM0000534"
"Itaconic acid","Itaconic acid","C5H6O4","130.0266","Fatty Acyls","Fatty acids","Dicarboxylic acids","811","30838","HMDB0002092","LMFA01170063","C00490","LVHBHZANLOWSRM-UHFFFAOYSA-N","RM0152814"
"Itaconic acid","Itaconic acid","C5H6O4","130.0266","Fatty Acyls","Fatty acids","Dicarboxylic acids","811","30838","HMDB0002092","LMFA01170063","C00490","LVHBHZANLOWSRM-UHFFFAOYSA-N","RM0152814"
"Itaconic acid","Itaconic acid","C5H6O4","130.0266","Fatty Acyls","Fatty acids","Dicarboxylic acids","811","30838","HMDB0002092","LMFA01170063","C00490","LVHBHZANLOWSRM-UHFFFAOYSA-N","RM0152814"
"Jasmonic acid","Jasmonic acid","C12H18O3","210.1256","Fatty Acyls","Octadecanoids","Jasmonic acids","5281166","18292","HMDB0032797","LMFA02020001","C08491","ZNJFBWYDHIGLCU-HWKXXFMVSA-N","RM0153751"
"Jasmonic acid","Jasmonic acid","C12H18O3","210.1256","Fatty Acyls","Octadecanoids","Jasmonic acids","5281166","18292","HMDB0032797","LMFA02020001","C08491","ZNJFBWYDHIGLCU-HWKXXFMVSA-N","RM0153751"
"Jasmonic acid","Jasmonic acid","C12H18O3","210.1256","Fatty Acyls","Octadecanoids","Jasmonic acids","5281166","18292","HMDB0032797","LMFA02020001","C08491","ZNJFBWYDHIGLCU-HWKXXFMVSA-N","RM0153751"
"Alanine","Alanine","C3H7NO2","89.0477","Organic acids","Amino acids and peptides","Amino acids","5950","16977","HMDB0000161",NA,"C00041","QNAYBMKLOCPYGJ-REOHCLBHSA-N","RM0135898"
"Alanine","Alanine","C3H7NO2","89.0477","Organic acids","Amino acids and peptides","Amino acids","5950","16977","HMDB0000161",NA,"C00041","QNAYBMKLOCPYGJ-REOHCLBHSA-N","RM0135898"
"Alanine","Alanine","C3H7NO2","89.0477","Organic acids","Amino acids and peptides","Amino acids","5950","16977","HMDB0000161",NA,"C00041","QNAYBMKLOCPYGJ-REOHCLBHSA-N","RM0135898"
"Arginine","Arginine","C6H14N4O2","174.1117","Organic acids","Amino acids and peptides","Amino acids","6322","16467","HMDB0000517",NA,"C00062","ODKSFYDXXFIFQN-BYPYZUCNSA-N","RM0135963"
"Arginine","Arginine","C6H14N4O2","174.1117","Organic acids","Amino acids and peptides","Amino acids","6322","16467","HMDB0000517",NA,"C00062","ODKSFYDXXFIFQN-BYPYZUCNSA-N","RM0135963"
"Arginine","Arginine","C6H14N4O2","174.1117","Organic acids","Amino acids and peptides","Amino acids","6322","16467","HMDB0000517",NA,"C00062","ODKSFYDXXFIFQN-BYPYZUCNSA-N","RM0135963"
"Asparagine","Asparagine","C4H8N2O3","132.0535","Organic acids","Amino acids and peptides","Amino acids","6267","17196","HMDB0000168",NA,"C00152","DCXYFEDJOCDNAF-REOHCLBHSA-N","RM0135724"
"Asparagine","Asparagine","C4H8N2O3","132.0535","Organic acids","Amino acids and peptides","Amino acids","6267","17196","HMDB0000168",NA,"C00152","DCXYFEDJOCDNAF-REOHCLBHSA-N","RM0135724"
"Asparagine","Asparagine","C4H8N2O3","132.0535","Organic acids","Amino acids and peptides","Amino acids","6267","17196","HMDB0000168",NA,"C00152","DCXYFEDJOCDNAF-REOHCLBHSA-N","RM0135724"
"Aspartic acid","Aspartic acid","C4H7NO4","133.0375","Organic acids","Amino acids and peptides","Amino acids","5960","17053","HMDB0000191",NA,"C00049","CKLJMWTZIZZHCS-REOHCLBHSA-N","RM0135905"
"Aspartic acid","Aspartic acid","C4H7NO4","133.0375","Organic acids","Amino acids and peptides","Amino acids","5960","17053","HMDB0000191",NA,"C00049","CKLJMWTZIZZHCS-REOHCLBHSA-N","RM0135905"
"Aspartic acid","Aspartic acid","C4H7NO4","133.0375","Organic acids","Amino acids and peptides","Amino acids","5960","17053","HMDB0000191",NA,"C00049","CKLJMWTZIZZHCS-REOHCLBHSA-N","RM0135905"
"Cysteic acid","Cysteic acid","C3H7NO5S","169.0045","Organic acids","Amino acids and peptides","Amino acids","72886","17285","HMDB0303991",NA,"C00506","XVOYSCVBGLVSOL-REOHCLBHSA-N","RM0052704"
"Cysteic acid","Cysteic acid","C3H7NO5S","169.0045","Organic acids","Amino acids and peptides","Amino acids","72886","17285","HMDB0303991",NA,"C00506","XVOYSCVBGLVSOL-REOHCLBHSA-N","RM0052704"
"Cysteic acid","Cysteic acid","C3H7NO5S","169.0045","Organic acids","Amino acids and peptides","Amino acids","72886","17285","HMDB0303991",NA,"C00506","XVOYSCVBGLVSOL-REOHCLBHSA-N","RM0052704"
"Cystine","Cystine","C6H12N2O4S2","240.0239","Organic acids","Amino acids and peptides","Amino acids","67678","16283","HMDB0000192",NA,"C00491","LEVWYRKDKASIDU-IMJSIDKUSA-N","RM0135906"
"Cystine","Cystine","C6H12N2O4S2","240.0239","Organic acids","Amino acids and peptides","Amino acids","67678","16283","HMDB0000192",NA,"C00491","LEVWYRKDKASIDU-IMJSIDKUSA-N","RM0135906"
"Cystine","Cystine","C6H12N2O4S2","240.0239","Organic acids","Amino acids and peptides","Amino acids","67678","16283","HMDB0000192",NA,"C00491","LEVWYRKDKASIDU-IMJSIDKUSA-N","RM0135906"
"L-homocysteine","Homocysteine","C4H9NO2S","135.0354","Organic acids","Amino acids and peptides","Amino acids","91552","17588","HMDB0000742",NA,"C00155","FFFHZYDWPBMWHY-VKHMYHEASA-N","RM0136837"
"L-homocysteine","Homocysteine","C4H9NO2S","135.0354","Organic acids","Amino acids and peptides","Amino acids","91552","17588","HMDB0000742",NA,"C00155","FFFHZYDWPBMWHY-VKHMYHEASA-N","RM0136837"
"L-homocysteine","Homocysteine","C4H9NO2S","135.0354","Organic acids","Amino acids and peptides","Amino acids","91552","17588","HMDB0000742",NA,"C00155","FFFHZYDWPBMWHY-VKHMYHEASA-N","RM0136837"
"L-Threonine","Threonine","C4H9NO3","119.0582","Organic acids","Amino acids and peptides","Amino acids","6288","16857","HMDB0000167",NA,"C00188","AYFVYJQAPQTCCC-GBXIJSLDSA-N","RM0135900"
"L-Threonine","Threonine","C4H9NO3","119.0582","Organic acids","Amino acids and peptides","Amino acids","6288","16857","HMDB0000167",NA,"C00188","AYFVYJQAPQTCCC-GBXIJSLDSA-N","RM0135900"
"L-Threonine","Threonine","C4H9NO3","119.0582","Organic acids","Amino acids and peptides","Amino acids","6288","16857","HMDB0000167",NA,"C00188","AYFVYJQAPQTCCC-GBXIJSLDSA-N","RM0135900"
"Linoleic acid","Linoleic acid","C18H32O2","280.2402","Fatty Acyls","Fatty acids","Unsaturated FA","5280450","17351","HMDB0000673","LMFA01030120","C01595","OYHQOLUKZRVURQ-HZJYTTRNSA-N","RM0149976"
"Linoleic acid","Linoleic acid","C18H32O2","280.2402","Fatty Acyls","Fatty acids","Unsaturated FA","5280450","17351","HMDB0000673","LMFA01030120","C01595","OYHQOLUKZRVURQ-HZJYTTRNSA-N","RM0149976"
"Linoleic acid","Linoleic acid","C18H32O2","280.2402","Fatty Acyls","Fatty acids","Unsaturated FA","5280450","17351","HMDB0000673","LMFA01030120","C01595","OYHQOLUKZRVURQ-HZJYTTRNSA-N","RM0149976"
"Lysine","Lysine","C6H14N2O2","146.1055","Organic acids","Amino acids and peptides","Amino acids","5962","18019","HMDB0000182",NA,"C00047","KDXKERNSBIXSRK-YFKPBYRVSA-N","RM0135903"
"Lysine","Lysine","C6H14N2O2","146.1055","Organic acids","Amino acids and peptides","Amino acids","5962","18019","HMDB0000182",NA,"C00047","KDXKERNSBIXSRK-YFKPBYRVSA-N","RM0135903"
"Lysine","Lysine","C6H14N2O2","146.1055","Organic acids","Amino acids and peptides","Amino acids","5962","18019","HMDB0000182",NA,"C00047","KDXKERNSBIXSRK-YFKPBYRVSA-N","RM0135903"
"Phenylalanine","Phenylalanine","C9H11NO2","165.079","Organic acids","Amino acids and peptides","Amino acids","6140","17295","HMDB0000159",NA,"C00079","COLNVLDHVKWLRT-QMMMGPOBSA-N","RM0135897"
"Phenylalanine","Phenylalanine","C9H11NO2","165.079","Organic acids","Amino acids and peptides","Amino acids","6140","17295","HMDB0000159",NA,"C00079","COLNVLDHVKWLRT-QMMMGPOBSA-N","RM0135897"
"Phenylalanine","Phenylalanine","C9H11NO2","165.079","Organic acids","Amino acids and peptides","Amino acids","6140","17295","HMDB0000159",NA,"C00079","COLNVLDHVKWLRT-QMMMGPOBSA-N","RM0135897"
"Proline","Proline","C5H9NO2","115.0633","Organic acids","Amino acids and peptides","Amino acids","145742","17203","HMDB0000162",NA,"C00148","ONIBWKKTOPOVIA-BYPYZUCNSA-N","RM0135899"
"Proline","Proline","C5H9NO2","115.0633","Organic acids","Amino acids and peptides","Amino acids","145742","17203","HMDB0000162",NA,"C00148","ONIBWKKTOPOVIA-BYPYZUCNSA-N","RM0135899"
"Proline","Proline","C5H9NO2","115.0633","Organic acids","Amino acids and peptides","Amino acids","145742","17203","HMDB0000162",NA,"C00148","ONIBWKKTOPOVIA-BYPYZUCNSA-N","RM0135899"
"Serine","Serine","C3H7NO3","105.0426","Organic acids","Amino acids and peptides","Amino acids","5951","17115","HMDB0000187",NA,"C00065","MTCFGRXMJLQNBG-REOHCLBHSA-N","RM0032433"
"Serine","Serine","C3H7NO3","105.0426","Organic acids","Amino acids and peptides","Amino acids","5951","17115","HMDB0000187",NA,"C00065","MTCFGRXMJLQNBG-REOHCLBHSA-N","RM0032433"
"Serine","Serine","C3H7NO3","105.0426","Organic acids","Amino acids and peptides","Amino acids","5951","17115","HMDB0000187",NA,"C00065","MTCFGRXMJLQNBG-REOHCLBHSA-N","RM0032433"
"Tyrosine","Tyrosine","C9H11NO3","181.0739","Organic acids","Amino acids and peptides","Amino acids","6057","17895","HMDB0000158",NA,"C00082","OUYCCCASQSFEME-QMMMGPOBSA-N","RM0135896"
"Tyrosine","Tyrosine","C9H11NO3","181.0739","Organic acids","Amino acids and peptides","Amino acids","6057","17895","HMDB0000158",NA,"C00082","OUYCCCASQSFEME-QMMMGPOBSA-N","RM0135896"
"Tyrosine","Tyrosine","C9H11NO3","181.0739","Organic acids","Amino acids and peptides","Amino acids","6057","17895","HMDB0000158",NA,"C00082","OUYCCCASQSFEME-QMMMGPOBSA-N","RM0135896"
"Maclurin","Maclurin","C13H10O6","262.0477","Benzenoids","Benzenes","Benzophenones","68213","6624","HMDB0032644",NA,"C09951","XNWPXDGRBWJIES-UHFFFAOYSA-N","RM0021571"
"Maclurin","Maclurin","C13H10O6","262.0477","Benzenoids","Benzenes","Benzophenones","68213","6624","HMDB0032644",NA,"C09951","XNWPXDGRBWJIES-UHFFFAOYSA-N","RM0021571"
"Maclurin","Maclurin","C13H10O6","262.0477","Benzenoids","Benzenes","Benzophenones","68213","6624","HMDB0032644",NA,"C09951","XNWPXDGRBWJIES-UHFFFAOYSA-N","RM0021571"
"Maleic acid","Maleic acid","C4H4O4","116.011","Fatty Acyls","Fatty acids","Dicarboxylic acids","444266","18300","HMDB0000176",NA,"C01384","VZCYOOQTPOCHFL-UPHRSURJSA-N","RM0153373"
"Maleic acid","Maleic acid","C4H4O4","116.011","Fatty Acyls","Fatty acids","Dicarboxylic acids","444266","18300","HMDB0000176",NA,"C01384","VZCYOOQTPOCHFL-UPHRSURJSA-N","RM0153373"
"Maleic acid","Maleic acid","C4H4O4","116.011","Fatty Acyls","Fatty acids","Dicarboxylic acids","444266","18300","HMDB0000176",NA,"C01384","VZCYOOQTPOCHFL-UPHRSURJSA-N","RM0153373"
"Melatonin","Melatonin","C13H16N2O2","232.1212","Alkaloids","Tryptophan alkaloids","Tryptamines","896","16796","HMDB0001389",NA,"C01598","DRLFMBDRBRZALE-UHFFFAOYSA-N","RM0028432"
"Melatonin","Melatonin","C13H16N2O2","232.1212","Alkaloids","Tryptophan alkaloids","Tryptamines","896","16796","HMDB0001389",NA,"C01598","DRLFMBDRBRZALE-UHFFFAOYSA-N","RM0028432"
"Melatonin","Melatonin","C13H16N2O2","232.1212","Alkaloids","Tryptophan alkaloids","Tryptamines","896","16796","HMDB0001389",NA,"C01598","DRLFMBDRBRZALE-UHFFFAOYSA-N","RM0028432"
